Name,Code,Unit,ItemType,VatRate,SdRate
Oil,ITM07419,KG,raw,5,0
Sugar,ITM07420,KG,raw,5,0
Salt,ITM07421,KG,raw,5,0
Oil,ITM07422,KG,raw,5,0
Salt,ITM07423,KG,raw,5,0
Sugar,ITM07424,KG,raw,5,0
Flour,ITM07425,KG,raw,5,0
Flour,ITM07426,KG,raw,0,0
Sugar,ITM07427,KG,raw,0,0
Oil,ITM07428,KG,raw,5,0
Oil,ITM07429,KG,raw,0,0
Wheat,ITM07430,KG,raw,0,0
Rice,ITM07431,KG,raw,0,0
Rice,ITM07432,KG,raw,0,0
Oil,ITM07433,KG,raw,0,0
Oil,ITM07434,KG,raw,5,0
Rice,ITM07435,KG,raw,5,0
Sugar,ITM07436,KG,raw,5,0
Rice,ITM07437,KG,raw,5,0
Rice,ITM07438,KG,raw,5,0
Rice,ITM07439,KG,raw,0,0
Sugar,ITM07440,KG,raw,0,0
Salt,ITM07441,KG,raw,0,0
Salt,ITM07442,KG,raw,0,0
Salt,ITM07443,KG,raw,5,0
Rice,ITM07444,KG,raw,0,0
Flour,ITM07445,KG,raw,5,0
Flour,ITM07446,KG,raw,0,0
Oil,ITM07447,KG,raw,0,0
Flour,ITM07448,KG,raw,5,0
Sugar,ITM07449,KG,raw,0,0
Oil,ITM07450,KG,raw,0,0
Flour,ITM07451,KG,raw,5,0
Rice,ITM07452,KG,raw,0,0
Wheat,ITM07453,KG,raw,0,0
Flour,ITM07454,KG,raw,0,0
Sugar,ITM07455,KG,raw,5,0
Oil,ITM07456,KG,raw,0,0
Oil,ITM07457,KG,raw,5,0
Wheat,ITM07458,KG,raw,0,0
Oil,ITM07459,KG,raw,5,0
Salt,ITM07460,KG,raw,5,0
Sugar,ITM07461,KG,raw,5,0
Sugar,ITM07462,KG,raw,5,0
Oil,ITM07463,KG,raw,0,0
Flour,ITM07464,KG,raw,5,0
Wheat,ITM07465,KG,raw,5,0
Flour,ITM07466,KG,raw,5,0
Salt,ITM07467,KG,raw,0,0
Sugar,ITM07468,KG,raw,5,0
Flour,ITM07469,KG,raw,5,0
Wheat,ITM07470,KG,raw,0,0
Wheat,ITM07471,KG,raw,0,0
Salt,ITM07472,KG,raw,5,0
Salt,ITM07473,KG,raw,0,0
Sugar,ITM07474,KG,raw,0,0
Oil,ITM07475,KG,raw,5,0
Rice,ITM07476,KG,raw,0,0
Flour,ITM07477,KG,raw,5,0
Flour,ITM07478,KG,raw,0,0
Salt,ITM07479,KG,raw,0,0
Sugar,ITM07480,KG,raw,0,0
Wheat,ITM07481,KG,raw,5,0
Flour,ITM07482,KG,raw,5,0
Salt,ITM07483,KG,raw,0,0
Wheat,ITM07484,KG,raw,0,0
Oil,ITM07485,KG,raw,5,0
Wheat,ITM07486,KG,raw,0,0
Salt,ITM07487,KG,raw,5,0
Wheat,ITM07488,KG,raw,5,0
Rice,ITM07489,KG,raw,5,0
Flour,ITM07490,KG,raw,0,0
Oil,ITM07491,KG,raw,5,0
Oil,ITM07492,KG,raw,5,0
Oil,ITM07493,KG,raw,5,0
Sugar,ITM07494,KG,raw,5,0
Rice,ITM07495,KG,raw,5,0
Wheat,ITM07496,KG,raw,0,0
Sugar,ITM07497,KG,raw,0,0
Salt,ITM07498,KG,raw,5,0
Sugar,ITM07499,KG,raw,5,0
Salt,ITM07500,KG,raw,5,0
Salt,ITM07501,KG,raw,5,0
Oil,ITM07502,KG,raw,0,0
Flour,ITM07503,KG,raw,5,0
Sugar,ITM07504,KG,raw,0,0
Wheat,ITM07505,KG,raw,5,0
Wheat,ITM07506,KG,raw,5,0
Flour,ITM07507,KG,raw,5,0
Sugar,ITM07508,KG,raw,5,0
Salt,ITM07509,KG,raw,0,0
Flour,ITM07510,KG,raw,5,0
Wheat,ITM07511,KG,raw,0,0
Salt,ITM07512,KG,raw,0,0
Rice,ITM07513,KG,raw,0,0
Oil,ITM07514,KG,raw,0,0
Oil,ITM07515,KG,raw,5,0
Oil,ITM07516,KG,raw,0,0
Oil,ITM07517,KG,raw,0,0
Flour,ITM07518,KG,raw,0,0
Oil,ITM07519,KG,raw,0,0
Flour,ITM07520,KG,raw,5,0
Salt,ITM07521,KG,raw,0,0
Salt,ITM07522,KG,raw,5,0
Rice,ITM07523,KG,raw,0,0
Wheat,ITM07524,KG,raw,5,0
Oil,ITM07525,KG,raw,0,0
Flour,ITM07526,KG,raw,0,0
Rice,ITM07527,KG,raw,0,0
Rice,ITM07528,KG,raw,5,0
Wheat,ITM07529,KG,raw,5,0
Oil,ITM07530,KG,raw,5,0
Rice,ITM07531,KG,raw,5,0
Wheat,ITM07532,KG,raw,0,0
Rice,ITM07533,KG,raw,5,0
Oil,ITM07534,KG,raw,5,0
Wheat,ITM07535,KG,raw,0,0
Flour,ITM07536,KG,raw,0,0
Oil,ITM07537,KG,raw,0,0
Sugar,ITM07538,KG,raw,5,0
Salt,ITM07539,KG,raw,0,0
Rice,ITM07540,KG,raw,5,0
Flour,ITM07541,KG,raw,5,0
Wheat,ITM07542,KG,raw,0,0
Rice,ITM07543,KG,raw,5,0
Salt,ITM07544,KG,raw,0,0
Flour,ITM07545,KG,raw,0,0
Sugar,ITM07546,KG,raw,5,0
Sugar,ITM07547,KG,raw,5,0
Rice,ITM07548,KG,raw,5,0
Salt,ITM07549,KG,raw,5,0
Salt,ITM07550,KG,raw,5,0
Wheat,ITM07551,KG,raw,5,0
Flour,ITM07552,KG,raw,0,0
Flour,ITM07553,KG,raw,5,0
Wheat,ITM07554,KG,raw,0,0
Sugar,ITM07555,KG,raw,0,0
Rice,ITM07556,KG,raw,0,0
Flour,ITM07557,KG,raw,0,0
Wheat,ITM07558,KG,raw,0,0
Oil,ITM07559,KG,raw,0,0
Oil,ITM07560,KG,raw,5,0
Wheat,ITM07561,KG,raw,5,0
Sugar,ITM07562,KG,raw,0,0
Wheat,ITM07563,KG,raw,0,0
Sugar,ITM07564,KG,raw,5,0
Salt,ITM07565,KG,raw,5,0
Salt,ITM07566,KG,raw,0,0
Oil,ITM07567,KG,raw,5,0
Wheat,ITM07568,KG,raw,0,0
Rice,ITM07569,KG,raw,5,0
Flour,ITM07570,KG,raw,0,0
Flour,ITM07571,KG,raw,0,0
Rice,ITM07572,KG,raw,5,0
Oil,ITM07573,KG,raw,5,0
Wheat,ITM07574,KG,raw,5,0
Flour,ITM07575,KG,raw,0,0
Flour,ITM07576,KG,raw,5,0
Rice,ITM07577,KG,raw,0,0
Rice,ITM07578,KG,raw,5,0
Oil,ITM07579,KG,raw,0,0
Flour,ITM07580,KG,raw,0,0
Rice,ITM07581,KG,raw,5,0
Sugar,ITM07582,KG,raw,0,0
Flour,ITM07583,KG,raw,5,0
Rice,ITM07584,KG,raw,0,0
Wheat,ITM07585,KG,raw,0,0
Sugar,ITM07586,KG,raw,5,0
Salt,ITM07587,KG,raw,0,0
Salt,ITM07588,KG,raw,5,0
Flour,ITM07589,KG,raw,5,0
Wheat,ITM07590,KG,raw,5,0
Rice,ITM07591,KG,raw,5,0
Rice,ITM07592,KG,raw,5,0
Sugar,ITM07593,KG,raw,0,0
Oil,ITM07594,KG,raw,0,0
Salt,ITM07595,KG,raw,0,0
Wheat,ITM07596,KG,raw,5,0
Oil,ITM07597,KG,raw,0,0
Salt,ITM07598,KG,raw,5,0
Rice,ITM07599,KG,raw,0,0
Salt,ITM07600,KG,raw,5,0
Salt,ITM07601,KG,raw,5,0
Wheat,ITM07602,KG,raw,0,0
Wheat,ITM07603,KG,raw,0,0
Sugar,ITM07604,KG,raw,5,0
Sugar,ITM07605,KG,raw,5,0
Oil,ITM07606,KG,raw,0,0
Flour,ITM07607,KG,raw,0,0
Rice,ITM07608,KG,raw,5,0
Rice,ITM07609,KG,raw,0,0
Salt,ITM07610,KG,raw,5,0
Rice,ITM07611,KG,raw,0,0
Sugar,ITM07612,KG,raw,5,0
Flour,ITM07613,KG,raw,0,0
Wheat,ITM07614,KG,raw,5,0
Oil,ITM07615,KG,raw,0,0
Salt,ITM07616,KG,raw,0,0
Salt,ITM07617,KG,raw,0,0
Sugar,ITM07618,KG,raw,5,0
Oil,ITM07619,KG,raw,0,0
Oil,ITM07620,KG,raw,5,0
Salt,ITM07621,KG,raw,0,0
Flour,ITM07622,KG,raw,0,0
Oil,ITM07623,KG,raw,0,0
Salt,ITM07624,KG,raw,0,0
Wheat,ITM07625,KG,raw,0,0
Rice,ITM07626,KG,raw,5,0
Salt,ITM07627,KG,raw,5,0
Sugar,ITM07628,KG,raw,0,0
Salt,ITM07629,KG,raw,5,0
Sugar,ITM07630,KG,raw,0,0
Salt,ITM07631,KG,raw,0,0
Oil,ITM07632,KG,raw,0,0
Sugar,ITM07633,KG,raw,5,0
Salt,ITM07634,KG,raw,0,0
Flour,ITM07635,KG,raw,5,0
Wheat,ITM07636,KG,raw,5,0
Sugar,ITM07637,KG,raw,5,0
Salt,ITM07638,KG,raw,0,0
Oil,ITM07639,KG,raw,0,0
Sugar,ITM07640,KG,raw,0,0
Sugar,ITM07641,KG,raw,5,0
Wheat,ITM07642,KG,raw,5,0
Sugar,ITM07643,KG,raw,5,0
Sugar,ITM07644,KG,raw,5,0
Rice,ITM07645,KG,raw,0,0
Oil,ITM07646,KG,raw,0,0
Oil,ITM07647,KG,raw,0,0
Salt,ITM07648,KG,raw,0,0
Rice,ITM07649,KG,raw,5,0
Sugar,ITM07650,KG,raw,0,0
Rice,ITM07651,KG,raw,0,0
Flour,ITM07652,KG,raw,0,0
Rice,ITM07653,KG,raw,0,0
Oil,ITM07654,KG,raw,0,0
Rice,ITM07655,KG,raw,0,0
Flour,ITM07656,KG,raw,5,0
Flour,ITM07657,KG,raw,0,0
Salt,ITM07658,KG,raw,0,0
Rice,ITM07659,KG,raw,5,0
Oil,ITM07660,KG,raw,5,0
Salt,ITM07661,KG,raw,5,0
Sugar,ITM07662,KG,raw,0,0
Salt,ITM07663,KG,raw,5,0
Rice,ITM07664,KG,raw,0,0
Wheat,ITM07665,KG,raw,5,0
Oil,ITM07666,KG,raw,0,0
Rice,ITM07667,KG,raw,0,0
Flour,ITM07668,KG,raw,0,0
Salt,ITM07669,KG,raw,5,0
Oil,ITM07670,KG,raw,0,0
Wheat,ITM07671,KG,raw,0,0
Oil,ITM07672,KG,raw,0,0
Sugar,ITM07673,KG,raw,5,0
Wheat,ITM07674,KG,raw,5,0
Wheat,ITM07675,KG,raw,0,0
Oil,ITM07676,KG,raw,0,0
Sugar,ITM07677,KG,raw,5,0
Sugar,ITM07678,KG,raw,0,0
Oil,ITM07679,KG,raw,5,0
Salt,ITM07680,KG,raw,0,0
Sugar,ITM07681,KG,raw,0,0
Wheat,ITM07682,KG,raw,5,0
Flour,ITM07683,KG,raw,5,0
Wheat,ITM07684,KG,raw,0,0
Rice,ITM07685,KG,raw,0,0
Oil,ITM07686,KG,raw,5,0
Salt,ITM07687,KG,raw,5,0
Oil,ITM07688,KG,raw,5,0
Rice,ITM07689,KG,raw,0,0
Flour,ITM07690,KG,raw,0,0
Flour,ITM07691,KG,raw,0,0
Salt,ITM07692,KG,raw,5,0
Rice,ITM07693,KG,raw,0,0
Wheat,ITM07694,KG,raw,5,0
Flour,ITM07695,KG,raw,5,0
Salt,ITM07696,KG,raw,5,0
Sugar,ITM07697,KG,raw,5,0
Flour,ITM07698,KG,raw,5,0
Flour,ITM07699,KG,raw,5,0
Wheat,ITM07700,KG,raw,5,0
Wheat,ITM07701,KG,raw,5,0
Rice,ITM07702,KG,raw,0,0
Wheat,ITM07703,KG,raw,0,0
Wheat,ITM07704,KG,raw,5,0
Rice,ITM07705,KG,raw,5,0
Flour,ITM07706,KG,raw,5,0
Sugar,ITM07707,KG,raw,0,0
Sugar,ITM07708,KG,raw,5,0
Oil,ITM07709,KG,raw,5,0
Rice,ITM07710,KG,raw,5,0
Sugar,ITM07711,KG,raw,0,0
Oil,ITM07712,KG,raw,0,0
Salt,ITM07713,KG,raw,0,0
Oil,ITM07714,KG,raw,0,0
Oil,ITM07715,KG,raw,0,0
Oil,ITM07716,KG,raw,5,0
Wheat,ITM07717,KG,raw,5,0
Rice,ITM07718,KG,raw,0,0
Rice,ITM07719,KG,raw,0,0
Flour,ITM07720,KG,raw,5,0
Salt,ITM07721,KG,raw,5,0
Flour,ITM07722,KG,raw,5,0
Salt,ITM07723,KG,raw,0,0
Sugar,ITM07724,KG,raw,0,0
Wheat,ITM07725,KG,raw,0,0
Rice,ITM07726,KG,raw,5,0
Sugar,ITM07727,KG,raw,0,0
Oil,ITM07728,KG,raw,5,0
Rice,ITM07729,KG,raw,0,0
Sugar,ITM07730,KG,raw,0,0
Sugar,ITM07731,KG,raw,5,0
Sugar,ITM07732,KG,raw,0,0
Flour,ITM07733,KG,raw,0,0
Wheat,ITM07734,KG,raw,0,0
Rice,ITM07735,KG,raw,0,0
Flour,ITM07736,KG,raw,5,0
Wheat,ITM07737,KG,raw,0,0
Flour,ITM07738,KG,raw,5,0
Wheat,ITM07739,KG,raw,5,0
Wheat,ITM07740,KG,raw,5,0
Sugar,ITM07741,KG,raw,5,0
Wheat,ITM07742,KG,raw,0,0
Oil,ITM07743,KG,raw,5,0
Sugar,ITM07744,KG,raw,5,0
Oil,ITM07745,KG,raw,0,0
Oil,ITM07746,KG,raw,5,0
Salt,ITM07747,KG,raw,0,0
Salt,ITM07748,KG,raw,5,0
Salt,ITM07749,KG,raw,5,0
Sugar,ITM07750,KG,raw,5,0
Flour,ITM07751,KG,raw,0,0
Salt,ITM07752,KG,raw,5,0
Sugar,ITM07753,KG,raw,5,0
Oil,ITM07754,KG,raw,5,0
Flour,ITM07755,KG,raw,5,0
Sugar,ITM07756,KG,raw,0,0
Sugar,ITM07757,KG,raw,0,0
Oil,ITM07758,KG,raw,0,0
Salt,ITM07759,KG,raw,5,0
Salt,ITM07760,KG,raw,0,0
Sugar,ITM07761,KG,raw,5,0
Salt,ITM07762,KG,raw,0,0
Oil,ITM07763,KG,raw,0,0
Rice,ITM07764,KG,raw,5,0
Salt,ITM07765,KG,raw,0,0
Sugar,ITM07766,KG,raw,5,0
Sugar,ITM07767,KG,raw,0,0
Sugar,ITM07768,KG,raw,0,0
Flour,ITM07769,KG,raw,0,0
Salt,ITM07770,KG,raw,5,0
Oil,ITM07771,KG,raw,5,0
Salt,ITM07772,KG,raw,0,0
Wheat,ITM07773,KG,raw,5,0
Oil,ITM07774,KG,raw,5,0
Flour,ITM07775,KG,raw,5,0
Salt,ITM07776,KG,raw,5,0
Sugar,ITM07777,KG,raw,5,0
Oil,ITM07778,KG,raw,5,0
Flour,ITM07779,KG,raw,0,0
Salt,ITM07780,KG,raw,0,0
Wheat,ITM07781,KG,raw,0,0
Rice,ITM07782,KG,raw,5,0
Rice,ITM07783,KG,raw,0,0
Sugar,ITM07784,KG,raw,0,0
Rice,ITM07785,KG,raw,5,0
Sugar,ITM07786,KG,raw,0,0
Flour,ITM07787,KG,raw,5,0
Rice,ITM07788,KG,raw,0,0
Wheat,ITM07789,KG,raw,0,0
Wheat,ITM07790,KG,raw,0,0
Wheat,ITM07791,KG,raw,5,0
Sugar,ITM07792,KG,raw,5,0
Salt,ITM07793,KG,raw,0,0
Flour,ITM07794,KG,raw,5,0
Oil,ITM07795,KG,raw,0,0
Oil,ITM07796,KG,raw,5,0
Oil,ITM07797,KG,raw,0,0
Sugar,ITM07798,KG,raw,5,0
Rice,ITM07799,KG,raw,5,0
Oil,ITM07800,KG,raw,5,0
Sugar,ITM07801,KG,raw,5,0
Sugar,ITM07802,KG,raw,5,0
Wheat,ITM07803,KG,raw,0,0
Flour,ITM07804,KG,raw,0,0
Flour,ITM07805,KG,raw,0,0
Sugar,ITM07806,KG,raw,0,0
Sugar,ITM07807,KG,raw,0,0
Oil,ITM07808,KG,raw,5,0
Flour,ITM07809,KG,raw,0,0
Flour,ITM07810,KG,raw,0,0
Flour,ITM07811,KG,raw,0,0
Wheat,ITM07812,KG,raw,5,0
Sugar,ITM07813,KG,raw,5,0
Salt,ITM07814,KG,raw,0,0
Wheat,ITM07815,KG,raw,5,0
Rice,ITM07816,KG,raw,5,0
Flour,ITM07817,KG,raw,5,0
Wheat,ITM07818,KG,raw,0,0
Rice,ITM07819,KG,raw,5,0
Wheat,ITM07820,KG,raw,0,0
Sugar,ITM07821,KG,raw,0,0
Wheat,ITM07822,KG,raw,5,0
Rice,ITM07823,KG,raw,0,0
Salt,ITM07824,KG,raw,0,0
Salt,ITM07825,KG,raw,0,0
Flour,ITM07826,KG,raw,5,0
Flour,ITM07827,KG,raw,0,0
Salt,ITM07828,KG,raw,0,0
Rice,ITM07829,KG,raw,5,0
Salt,ITM07830,KG,raw,5,0
Flour,ITM07831,KG,raw,0,0
Oil,ITM07832,KG,raw,0,0
Rice,ITM07833,KG,raw,5,0
Oil,ITM07834,KG,raw,0,0
Salt,ITM07835,KG,raw,0,0
Wheat,ITM07836,KG,raw,0,0
Flour,ITM07837,KG,raw,5,0
Flour,ITM07838,KG,raw,5,0
Flour,ITM07839,KG,raw,5,0
Rice,ITM07840,KG,raw,0,0
Sugar,ITM07841,KG,raw,5,0
Salt,ITM07842,KG,raw,5,0
Oil,ITM07843,KG,raw,5,0
Wheat,ITM07844,KG,raw,0,0
Sugar,ITM07845,KG,raw,0,0
Oil,ITM07846,KG,raw,5,0
Flour,ITM07847,KG,raw,0,0
Flour,ITM07848,KG,raw,5,0
Sugar,ITM07849,KG,raw,0,0
Flour,ITM07850,KG,raw,0,0
Salt,ITM07851,KG,raw,0,0
Oil,ITM07852,KG,raw,5,0
Sugar,ITM07853,KG,raw,5,0
Wheat,ITM07854,KG,raw,0,0
Oil,ITM07855,KG,raw,5,0
Rice,ITM07856,KG,raw,0,0
Oil,ITM07857,KG,raw,0,0
Sugar,ITM07858,KG,raw,0,0
Oil,ITM07859,KG,raw,5,0
Flour,ITM07860,KG,raw,5,0
Salt,ITM07861,KG,raw,0,0
Flour,ITM07862,KG,raw,5,0
Oil,ITM07863,KG,raw,5,0
Rice,ITM07864,KG,raw,5,0
Salt,ITM07865,KG,raw,0,0
Flour,ITM07866,KG,raw,5,0
Flour,ITM07867,KG,raw,5,0
Sugar,ITM07868,KG,raw,5,0
Salt,ITM07869,KG,raw,0,0
Salt,ITM07870,KG,raw,0,0
Rice,ITM07871,KG,raw,0,0
Rice,ITM07872,KG,raw,0,0
Salt,ITM07873,KG,raw,5,0
Flour,ITM07874,KG,raw,0,0
Flour,ITM07875,KG,raw,5,0
Sugar,ITM07876,KG,raw,0,0
Sugar,ITM07877,KG,raw,5,0
Flour,ITM07878,KG,raw,0,0
Sugar,ITM07879,KG,raw,0,0
Rice,ITM07880,KG,raw,5,0
Wheat,ITM07881,KG,raw,5,0
Oil,ITM07882,KG,raw,0,0
Oil,ITM07883,KG,raw,0,0
Sugar,ITM07884,KG,raw,0,0
Wheat,ITM07885,KG,raw,5,0
Salt,ITM07886,KG,raw,0,0
Oil,ITM07887,KG,raw,0,0
Wheat,ITM07888,KG,raw,5,0
Rice,ITM07889,KG,raw,0,0
Flour,ITM07890,KG,raw,5,0
Sugar,ITM07891,KG,raw,0,0
Salt,ITM07892,KG,raw,0,0
Wheat,ITM07893,KG,raw,0,0
Wheat,ITM07894,KG,raw,5,0
Oil,ITM07895,KG,raw,5,0
Flour,ITM07896,KG,raw,0,0
Oil,ITM07897,KG,raw,5,0
Sugar,ITM07898,KG,raw,5,0
Oil,ITM07899,KG,raw,0,0
Salt,ITM07900,KG,raw,5,0
Wheat,ITM07901,KG,raw,0,0
Flour,ITM07902,KG,raw,5,0
Salt,ITM07903,KG,raw,0,0
Oil,ITM07904,KG,raw,0,0
Rice,ITM07905,KG,raw,0,0
Flour,ITM07906,KG,raw,5,0
Oil,ITM07907,KG,raw,5,0
Sugar,ITM07908,KG,raw,5,0
Flour,ITM07909,KG,raw,5,0
Rice,ITM07910,KG,raw,5,0
Wheat,ITM07911,KG,raw,0,0
Oil,ITM07912,KG,raw,5,0
Flour,ITM07913,KG,raw,5,0
Salt,ITM07914,KG,raw,5,0
Flour,ITM07915,KG,raw,5,0
Wheat,ITM07916,KG,raw,0,0
Rice,ITM07917,KG,raw,0,0
Flour,ITM07918,KG,raw,0,0
Sugar,ITM07919,KG,raw,0,0
Salt,ITM07920,KG,raw,0,0
Rice,ITM07921,KG,raw,0,0
Sugar,ITM07922,KG,raw,0,0
Salt,ITM07923,KG,raw,0,0
Oil,ITM07924,KG,raw,0,0
Sugar,ITM07925,KG,raw,0,0
Salt,ITM07926,KG,raw,0,0
Sugar,ITM07927,KG,raw,5,0
Flour,ITM07928,KG,raw,0,0
Wheat,ITM07929,KG,raw,0,0
Salt,ITM07930,KG,raw,5,0
Flour,ITM07931,KG,raw,5,0
Salt,ITM07932,KG,raw,5,0
Oil,ITM07933,KG,raw,0,0
Oil,ITM07934,KG,raw,5,0
Wheat,ITM07935,KG,raw,5,0
Oil,ITM07936,KG,raw,5,0
Rice,ITM07937,KG,raw,5,0
Oil,ITM07938,KG,raw,0,0
Rice,ITM07939,KG,raw,0,0
Wheat,ITM07940,KG,raw,0,0
Rice,ITM07941,KG,raw,0,0
Wheat,ITM07942,KG,raw,5,0
Rice,ITM07943,KG,raw,0,0
Wheat,ITM07944,KG,raw,0,0
Rice,ITM07945,KG,raw,0,0
Oil,ITM07946,KG,raw,5,0
Rice,ITM07947,KG,raw,5,0
Rice,ITM07948,KG,raw,5,0
Oil,ITM07949,KG,raw,0,0
Rice,ITM07950,KG,raw,5,0
Flour,ITM07951,KG,raw,0,0
Sugar,ITM07952,KG,raw,5,0
Oil,ITM07953,KG,raw,5,0
Salt,ITM07954,KG,raw,5,0
Flour,ITM07955,KG,raw,0,0
Oil,ITM07956,KG,raw,0,0
Sugar,ITM07957,KG,raw,5,0
Flour,ITM07958,KG,raw,0,0
Oil,ITM07959,KG,raw,0,0
Wheat,ITM07960,KG,raw,0,0
Flour,ITM07961,KG,raw,5,0
Flour,ITM07962,KG,raw,0,0
Rice,ITM07963,KG,raw,0,0
Rice,ITM07964,KG,raw,5,0
Salt,ITM07965,KG,raw,0,0
Sugar,ITM07966,KG,raw,0,0
Sugar,ITM07967,KG,raw,0,0
Oil,ITM07968,KG,raw,5,0
Salt,ITM07969,KG,raw,0,0
Flour,ITM07970,KG,raw,0,0
Sugar,ITM07971,KG,raw,0,0
Oil,ITM07972,KG,raw,0,0
Oil,ITM07973,KG,raw,5,0
Rice,ITM07974,KG,raw,5,0
Salt,ITM07975,KG,raw,0,0
Flour,ITM07976,KG,raw,0,0
Salt,ITM07977,KG,raw,0,0
Salt,ITM07978,KG,raw,0,0
Wheat,ITM07979,KG,raw,5,0
Flour,ITM07980,KG,raw,5,0
Oil,ITM07981,KG,raw,0,0
Sugar,ITM07982,KG,raw,5,0
Sugar,ITM07983,KG,raw,0,0
Oil,ITM07984,KG,raw,0,0
Rice,ITM07985,KG,raw,5,0
Flour,ITM07986,KG,raw,0,0
Salt,ITM07987,KG,raw,0,0
Wheat,ITM07988,KG,raw,5,0
Oil,ITM07989,KG,raw,0,0
Sugar,ITM07990,KG,raw,0,0
Sugar,ITM07991,KG,raw,5,0
Salt,ITM07992,KG,raw,5,0
Salt,ITM07993,KG,raw,0,0
Flour,ITM07994,KG,raw,0,0
Rice,ITM07995,KG,raw,0,0
Flour,ITM07996,KG,raw,0,0
Wheat,ITM07997,KG,raw,0,0
Rice,ITM07998,KG,raw,0,0
Salt,ITM07999,KG,raw,0,0
Wheat,ITM08000,KG,raw,0,0
Oil,ITM08001,KG,raw,0,0
Salt,ITM08002,KG,raw,0,0
Salt,ITM08003,KG,raw,5,0
Oil,ITM08004,KG,raw,0,0
Wheat,ITM08005,KG,raw,5,0
Oil,ITM08006,KG,raw,0,0
Rice,ITM08007,KG,raw,5,0
Oil,ITM08008,KG,raw,0,0
Flour,ITM08009,KG,raw,0,0
Rice,ITM08010,KG,raw,0,0
Flour,ITM08011,KG,raw,5,0
Sugar,ITM08012,KG,raw,5,0
Rice,ITM08013,KG,raw,0,0
Sugar,ITM08014,KG,raw,0,0
Wheat,ITM08015,KG,raw,5,0
Wheat,ITM08016,KG,raw,5,0
Salt,ITM08017,KG,raw,5,0
Salt,ITM08018,KG,raw,0,0
Flour,ITM08019,KG,raw,5,0
Salt,ITM08020,KG,raw,5,0
Oil,ITM08021,KG,raw,0,0
Rice,ITM08022,KG,raw,0,0
Rice,ITM08023,KG,raw,5,0
Sugar,ITM08024,KG,raw,0,0
Flour,ITM08025,KG,raw,5,0
Salt,ITM08026,KG,raw,5,0
Rice,ITM08027,KG,raw,0,0
Wheat,ITM08028,KG,raw,5,0
Rice,ITM08029,KG,raw,5,0
Flour,ITM08030,KG,raw,0,0
Wheat,ITM08031,KG,raw,0,0
Oil,ITM08032,KG,raw,0,0
Salt,ITM08033,KG,raw,0,0
Salt,ITM08034,KG,raw,5,0
Sugar,ITM08035,KG,raw,0,0
Wheat,ITM08036,KG,raw,5,0
Flour,ITM08037,KG,raw,0,0
Salt,ITM08038,KG,raw,0,0
Rice,ITM08039,KG,raw,5,0
Rice,ITM08040,KG,raw,0,0
Rice,ITM08041,KG,raw,0,0
Rice,ITM08042,KG,raw,0,0
Salt,ITM08043,KG,raw,0,0
Flour,ITM08044,KG,raw,5,0
Oil,ITM08045,KG,raw,0,0
Sugar,ITM08046,KG,raw,5,0
Wheat,ITM08047,KG,raw,0,0
Wheat,ITM08048,KG,raw,0,0
Wheat,ITM08049,KG,raw,0,0
Flour,ITM08050,KG,raw,0,0
Sugar,ITM08051,KG,raw,5,0
Wheat,ITM08052,KG,raw,0,0
Wheat,ITM08053,KG,raw,5,0
Wheat,ITM08054,KG,raw,5,0
Wheat,ITM08055,KG,raw,0,0
Oil,ITM08056,KG,raw,0,0
Oil,ITM08057,KG,raw,0,0
Salt,ITM08058,KG,raw,0,0
Sugar,ITM08059,KG,raw,0,0
Rice,ITM08060,KG,raw,5,0
Flour,ITM08061,KG,raw,5,0
Rice,ITM08062,KG,raw,0,0
Salt,ITM08063,KG,raw,0,0
Sugar,ITM08064,KG,raw,5,0
Flour,ITM08065,KG,raw,0,0
Salt,ITM08066,KG,raw,0,0
Salt,ITM08067,KG,raw,0,0
Salt,ITM08068,KG,raw,5,0
Flour,ITM08069,KG,raw,0,0
Flour,ITM08070,KG,raw,0,0
Salt,ITM08071,KG,raw,0,0
Salt,ITM08072,KG,raw,0,0
Oil,ITM08073,KG,raw,5,0
Salt,ITM08074,KG,raw,5,0
Wheat,ITM08075,KG,raw,0,0
Salt,ITM08076,KG,raw,0,0
Rice,ITM08077,KG,raw,0,0
Oil,ITM08078,KG,raw,5,0
Wheat,ITM08079,KG,raw,5,0
Wheat,ITM08080,KG,raw,0,0
Salt,ITM08081,KG,raw,0,0
Rice,ITM08082,KG,raw,0,0
Salt,ITM08083,KG,raw,5,0
Oil,ITM08084,KG,raw,0,0
Flour,ITM08085,KG,raw,0,0
Sugar,ITM08086,KG,raw,0,0
Flour,ITM08087,KG,raw,5,0
Salt,ITM08088,KG,raw,0,0
Sugar,ITM08089,KG,raw,5,0
Salt,ITM08090,KG,raw,0,0
Salt,ITM08091,KG,raw,5,0
Sugar,ITM08092,KG,raw,5,0
Oil,ITM08093,KG,raw,0,0
Salt,ITM08094,KG,raw,5,0
Sugar,ITM08095,KG,raw,5,0
Oil,ITM08096,KG,raw,0,0
Wheat,ITM08097,KG,raw,5,0
Flour,ITM08098,KG,raw,5,0
Flour,ITM08099,KG,raw,5,0
Oil,ITM08100,KG,raw,0,0
Oil,ITM08101,KG,raw,5,0
Salt,ITM08102,KG,raw,5,0
Salt,ITM08103,KG,raw,0,0
Rice,ITM08104,KG,raw,0,0
Flour,ITM08105,KG,raw,5,0
Sugar,ITM08106,KG,raw,0,0
